CMDLINE python3 emg.py 1 512
MEM 221.628906 1676165410.9622
MEM 221.628906 1676165411.1161
MEM 221.628906 1676165411.2860
MEM 221.628906 1676165411.4481
MEM 221.628906 1676165411.5991
MEM 221.628906 1676165411.7433
MEM 221.628906 1676165411.8877
MEM 221.628906 1676165412.0297
MEM 221.628906 1676165412.1706
MEM 221.628906 1676165412.3425
MEM 223.433594 1676165412.4971
MEM 223.433594 1676165412.6621
MEM 223.750000 1676165412.8424
MEM 223.750000 1676165413.0060
MEM 219.957031 1676165413.1756
MEM 219.460938 1676165413.3290
MEM 219.460938 1676165413.4786
